OBJECTID,lon,lat,StaType,DateModif,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,x,y
668,-112.035623,33.436395,Station Building (with waiting room),2019-02-14T07:03:25,BUS,85034,AZ,Phoenix, ,2115 East Buckeye Road,Greyhound Station,PHG,"Phoenix, AZ",Greyhound Station, ,-112.035634010047,33.4364001174538
669,-75.181041,39.955615,Station Building (with waiting room),2020-09-23T07:03:19,TRAIN,19104,PA,Philadelphia, ,2955 Market Street,William H Gray III 30th St. Sta.,PHL,"Philadelphia, PA",William H Gray III 30th St. Sta.,"30th,Gray,Grey",-75.1810427766141,39.9556230655432
670,-75.155114,39.99678,Station Building (with waiting room),2018-09-14T07:04:52,TRAIN,19132,PA,Philadelphia, ,2900 North Broad Street, ,PHN,"North Philadelphia, PA", ,Philadelphia,-75.1551157706654,39.9967880743627
671,-89.593643,40.689364,Station Building (with waiting room),2020-07-25T07:00:00,BUS,61602,IL,Peoria, ,407 Southwest Adams Street,City Link Transit Center,PIA,"Peoria, IL",City Link Transit Center, ,-89.5936492039959,40.6893715395242
672,-89.68026,30.524606,Station Building (with waiting room),2018-09-14T07:04:52,TRAIN,39466,MS,Picayune, ,200 Highway 11 South, ,PIC,"Picayune, MS", , ,-89.6802655308519,30.5246115504698
673,-79.469659,35.188281,Platform only (no shelter),2024-07-09T02:00:00,TRAIN,28374,NC,Pinehurst, ,100 Beulah Hill Road South, ,PIH,"Pinehurst, NC", , ,-79.4696618288389,35.1882879221706
674,-73.2538,42.451558,Station Building (with waiting room),2018-09-14T07:04:52,TRAIN,01201,MA,Pittsfield, ,1 Columbus Avenue, ,PIT,"Pittsfield, MA", , ,-73.2538013144841,42.4515666166591
675,-89.61482,40.699375,Curbside Bus Stop only (no shelter),2020-07-25T07:00:00,BUS,61625,IL,Peoria, ,1501 West Bradley Avenue,Bradley University,PIU,"Peoria, IL",Bradley University, ,-89.6148262106746,40.6993825398795
676,-74.623976,40.31585,Station Building (with waiting room),2018-09-14T07:04:53,TRAIN,08550,NJ,Princeton Junction, ,2 Wallace Circle, ,PJC,"Princeton Junction, NJ", , ,-74.6239776215537,40.3158581563913
677,-105.39697,39.467318,Curbside Bus Stop only (no shelter),2023-07-31T07:00:00,BUS,80470,CO,Pine, ,76 Mount Evans Boulevard, ,PJT,"Pine Junction, CO", , ,-105.39698017114,39.4673243534791
678,-73.446284,44.696728,Station Building (with waiting room),2017-11-06T07:05:38,TRAIN,12901,NY,Plattsburgh, ,Bridge and Dock Streets, ,PLB,"Plattsburgh, NY", , ,-73.4462855330814,44.6967370186231
679,-76.11276,43.553987,Curbside Bus Stop only (no shelter),2018-09-27T07:04:59,BUS,13142,NY,Pulaski, ,3739 State Route 13, ,PLK,"Pulaski, NY", , ,-76.1127623224087,43.5539957104836
680,-88.538272,41.662384,Station Building (with waiting room),2017-11-06T07:05:38,TRAIN,60545,IL,Plano, ,101 West Main Street, ,PLO,"Plano, IL", , ,-88.53827799485,41.6623917659562
681,-78.223033,40.901,Curbside Bus Stop only (no shelter),2018-07-19T07:04:41,BUS,16866,PA,Philipsburg, ,4th & Alder Streets, ,PLP,"Philipsburg, PA", , ,-78.2230357985626,40.9010081319901
682,-121.882639,37.658152,Platform with Shelter,2017-11-06T07:05:38,TRAIN,94566,CA,Pleasanton, ,4950 Pleasanton Avenue, ,PLS,"Pleasanton, CA", ,dublin,-121.88265212061,37.6581569732491
683,-118.120737,34.591238,Curbside Bus Stop only (no shelter),2018-09-26T07:04:53,BUS,93550,CA,Palmdale, ,39000 Clock Tower Plaza Drive, ,PMD,"Palmdale, CA", , ,-118.120749212002,34.5912429219563
684,-75.062022,39.978052,Platform with Shelter,2018-09-27T07:04:59,TRAIN,08110,NJ,Pennsauken, ,215 Derousse Avenue, ,PNK,"Pennsauken, NJ", , ,-75.0620237404544,39.9780600741923
685,-83.292325,42.632771,Station Building (with waiting room),2018-09-14T07:04:53,TRAIN,48342,MI,Pontiac, ,51000 Woodward Avenue, ,PNT,"Pontiac, MI", , ,-83.2923295159401,42.632779215556
686,-89.467627,43.547079,Platform with Shelter,2017-11-06T07:05:39,TRAIN,53901,WI,Portage, ,400 West Oneida Street, ,POG,"Portage, WI", , ,-89.4676334694642,43.5470870228406
687,-73.458753,44.042297,Station Building (with waiting room),2018-09-14T07:04:53,TRAIN,12974,NY,Port Henry, ,20 Park Place, ,POH,"Port Henry, NY", , ,-73.4587544896865,44.0423059018801
688,-88.637198,40.878687,Station Building (with waiting room),2017-11-06T07:05:39,TRAIN,61764,IL,Pontiac, ,711 West Water Street, ,PON,"Pontiac, IL", , ,-88.6372039468241,40.8786946255309
689,-70.291258,43.654097,Station Building (with waiting room),2018-09-14T07:04:53,TRAIN,04102,ME,Portland, ,100 Thompson's Point Road, ,POR,"Portland, ME", , ,-70.2912584134171,43.6541059395577
690,-117.750621,34.059224,Platform only (no shelter),2018-09-14T07:04:53,TRAIN,91768,CA,Pomona, ,100 West Commercial Street, ,POS,"Pomona, CA", , ,-117.750633104693,34.0592288843998
691,-73.93749,41.707056,Station Building (with waiting room),2018-09-14T07:04:53,TRAIN,12601,NY,Poughkeepsie, ,41 Main Street, ,POU,"Poughkeepsie, NY", , ,-73.9374914882142,41.7070644514426
692,-120.68786,35.622683,Platform only (no shelter),2017-11-06T07:05:39,TRAIN,93446,CA,Paso Robles, ,800 Pine Street, ,PRB,"Paso Robles, CA", , ,-120.687872722571,35.6226878706219
693,-81.060694,37.856594,Station Building (with waiting room),2018-09-14T07:04:53,TRAIN,25907,WV,Prince, ,5034 Stanaford Road, ,PRC,"Prince, WV", , ,-81.0606974636399,37.8566014184521
694,-76.877813,40.693552,Curbside Bus Stop only (no shelter),2018-08-11T07:06:37,BUS,17864,PA,Port Trevorton, ,5254 South Susquehanna Trail, ,PRE,"Port Trevorton, PA", , ,-76.877815360229,40.6935601458608
695,-117.229439,33.784679,Curbside Bus Stop only (no shelter),2018-09-26T07:04:53,BUS,92570,CA,Perris, ,121 South C Street, ,PRI,"Perris, CA", , ,-117.229450992858,33.7846838821901
696,-73.403536,44.524079,Platform only (no shelter),2018-09-14T07:04:53,TRAIN,12975,NY,Port Kent, ,NY 373 and Lake Street, ,PRK,"Port Kent, NY", , ,-73.403537506064,44.5240879900873
697,-111.664001,40.225957,Platform with Shelter,2017-11-06T07:05:40,TRAIN,84601,UT,Provo, ,300 West 600 South, ,PRO,"Provo, UT", , ,-111.664012619173,40.2259629943195
698,-119.087729,46.237012,Station Building (with waiting room),2018-09-14T07:04:54,TRAIN,99301,WA,Pasco, ,535 North 1st Avenue, ,PSC,"Pasco, WA", ,Walla Walla,-119.087743038805,46.2370178785924
699,-84.97136,45.350252,Curbside Bus Stop only (no shelter),2019-08-24T07:03:20,BUS,49770,MI,Petsoskey, ,1850 Anderson Road, ,PSK,"Petoskey, MI", ,Bay View,-84.9713653188176,45.3502605793472
700,-116.547913,33.897491,Platform with Shelter,2019-02-14T07:03:25,TRAIN,92262,CA,Palm Springs, ,North Indian Canyon Drive and Palm Springs Station Road,Amtrak Station,PSN,"Palm Springs, CA",Amtrak Station, ,-116.547924883105,33.8974959334567
701,-116.508939,33.824009,Curbside Bus Stop only (no shelter),2019-02-14T07:03:25,BUS,92262,CA,Palm Springs, ,3400 East Tahquitz Canyon Way,Palm Springs Airport,PSP,"Palm Springs, CA",Palm Springs Airport, ,-116.508950870836,33.824013926697
702,-116.54544,33.824643,Curbside Bus Stop only (no shelter),2019-02-14T07:03:25,BUS,92262,CA,Palm Springs, ,190 North Indian Canyon Drive,Spa Resort Casino,PSS,"Palm Springs, CA",Spa Resort Casino, ,-116.545451877722,33.8246479250709
703,-84.783762,45.550636,Curbside Bus Stop only (no shelter),2018-09-27T07:05:00,BUS,49769,MI,Pellston, ,45 South US Hwy 31, ,PST,"Pellston, MI", , ,-84.7837672840872,45.5506446220689
704,-123.431523,48.11978,Curbside Bus Stop only (no shelter),2019-01-11T07:03:27,BUS,98363,WA,Port Angeles, ,123 East Front Street, ,PTA,"Port Angeles, WA", , ,-123.431538193222,48.1197855199181
705,-77.428794,37.241627,Station Building (with waiting room),2018-09-14T07:04:54,TRAIN,23803,VA,Petersburg, ,3516 South Street, ,PTB,"Petersburg, VA", , ,-77.4287963192949,37.2416344307028
706,-122.635793,38.2365,Curbside Bus Stop only (no shelter),2021-04-03T07:04:01,BUS,94952,CA,Petaluma, ,19 Copeland Street, ,PTC,"Petaluma, CA", , ,-122.635806302349,38.2365049658828
707,-74.985477,44.668619,Curbside Bus Stop only (no shelter),2022-11-21T10:50:01,BUS,13676,NY,Potsdam, ,19 Main Street, ,PTD,"Potsdam, NY", , ,-74.9854790406963,44.6686279540592
708,-82.443805,42.960419,Station Building (with waiting room),2017-11-06T07:05:41,TRAIN,48060,MI,Port Huron, ,2223 16th Street, ,PTH,"Port Huron, MI", , ,-82.4438092844254,42.9604273157792
709,-122.818437,48.049493,Curbside Bus Stop only (no shelter),2019-01-11T07:03:27,BUS,98368,WA,Port Townsend, ,63 4 Corners Road, ,PTO,"Port Townsend, WA", , ,-122.818452079428,48.0494985855382
710,-70.804088,43.059678,Station Building (with waiting room),2018-09-27T07:05:00,BUS,03801,NH,Portsmouth, ,185 Grafton Drive, ,PTS,"Portsmouth, NH", , ,-70.8040885475938,43.0596868130515
711,-75.00135,44.664184,Curbside Bus Stop only (no shelter),2023-05-17T07:00:00,BUS,13699,NY,Potsdam, ,8 Clarkson Avenue,Clarkson University,PTU,"Potsdam, NY",Clarkson University, ,-75.0013520462896,44.6641929524508
712,-117.150847,46.738721,Curbside Bus Stop only (no shelter),2022-08-15T07:04:38,BUS,99163,WA,Pullman, ,1255 NE North Fairway Road, ,PUL,"Pullman, WA", , ,-117.150860795961,46.738727111945
713,-78.971581,40.944654,Station Building (with waiting room),2018-07-19T07:04:42,BUS,15767,PA,Punxsutawney, ,222 North Findley Street, ,PUN,"Punxsutawney, PA", , ,-78.9715840357689,40.944662108702
714,-97.357416,35.012033,Station Building (with waiting room),2017-11-06T07:05:42,TRAIN,73080,OK,Purcell, ,East Main Street and North Santa Fe Avenue, ,PUR,"Purcell, OK", , ,-97.357423814724,35.0120391217383
715,-71.413478,41.82949,Station Building (with waiting room),2019-02-14T07:03:26,TRAIN,02903,RI,Providence, ,100 Gaspee Street,Amtrak/MBTA Station,PVD,"Providence, RI",Amtrak/MBTA Station, ,-71.4134786761022,41.8294985606604
716,-71.397973,41.816277,Station Building (with waiting room),2019-02-14T07:03:26,BUS,02903,RI,Providence, ,25 India Street,Seastreak Ferry Terminal,PVF,"Providence, RI",Seastreak Ferry Terminal, ,-71.397973670755,41.81628555863
717,-97.21846,34.741735,Station Building (with waiting room),2017-11-06T07:05:42,TRAIN,73075,OK,Pauls Valley, ,South Santa Fe Street and East Paul Avenue, ,PVL,"Pauls Valley, OK", , ,-97.2184677604897,34.7417410806936
718,-75.650845,40.244388,Platform with Shelter,2022-06-29T07:04:17,BUS,19464,PA,Pottstown, ,51 South Hanover Street, ,PWN,"Pottstown, PA", , ,-75.6508469432278,40.2443961052271
719,-112.119188,33.639498,Curbside Bus Stop only (no shelter),2019-10-23T07:03:19,BUS,85053,AZ,Phoenix, ,2717 W. Bell Road,Denny's Restaurant,PXN,"Phoenix - North, AZ",Denny's Restaurant, ,-112.119199041954,33.6395031407806
720,-77.293027,38.521882,Platform with Shelter,2018-09-14T07:04:54,TRAIN,22134,VA,Quantico, ,550 Railroad Avenue, ,QAN,"Quantico, VA", , ,-77.2930293516929,38.52188970007
721,-91.368525,39.957063,Station Building (with waiting room),2017-11-06T07:05:42,TRAIN,62301,IL,Quincy, ,North 30th Street and Wisman Lane, ,QCY,"Quincy, IL", , ,-91.3685316364615,39.9570703133381
722,-119.855462,47.233308,Curbside Bus Stop only (no shelter),2024-01-25T07:00:00,BUS,98848,WA,Quincy, ,106 F Street Southwest, ,QUC,"Quincy, WA", , ,-119.855476392515,47.2333138630381
723,-104.437886,36.901072,Station Building (with waiting room),2018-09-14T07:04:54,TRAIN,87740,NM,Raton, ,201 South First Street, ,RAT,"Raton, NM", , ,-104.437895685223,36.9010780460474
724,-123.109885,49.18723,Curbside Bus Stop only (no shelter),2018-09-21T07:04:47,BUS,V6X 2M9,BC,Richmond, ,10251 St. Edwards Drive, ,RBC,"Richmond, BC", , ,-123.109900419416,49.1872356058495
725,-122.234586,40.178482,Curbside Bus Stop only (no shelter),2018-09-27T07:05:00,BUS,96080,CA,Red Bluff, ,735 Rio Street, ,RBF,"Red Bluff, CA", , ,-122.234599494074,40.1784871486463
726,-88.966271,42.268848,Station Building (with waiting room),2020-08-27T07:03:26,BUS,61108,IL,Rockford, ,7559 Walton St, ,RCK,"Rockford, IL", , ,-88.96627718134,42.2688558438908
727,-122.39337,40.583595,Platform with Shelter,2019-02-14T07:03:26,TRAIN,96001,CA,Redding, ,1620 Yuba Street,Amtrak Station,RDD,"Redding, CA",Amtrak Station,Shasta College,-122.393383576484,40.5836001657129
728,-75.923048,40.333791,Station Building (with waiting room),2022-05-26T07:04:23,BUS,19602,PA,Reading, ,701 Franklin Street, ,RDI,"Reading, PA", , ,-75.9230500352836,40.3337991128088
729,-121.160728,44.253269,Curbside Bus Stop only (no shelter),2022-03-16T07:04:12,BUS,97756,OR,Redmond, ,2522 S.E. Jesse Butler Circle,Roberts Field Airport,RDM,"Redmond, OR",Roberts Field Airport, ,-121.16074199124,44.2532745371213
730,-122.392768,40.583521,Curbside Bus Stop only (no shelter),2019-02-14T07:03:26,BUS,96001,CA,Redding, ,1530 Yuba Street,RABA Passenger Terminal,RDR,"Redding, CA",RABA Passenger Terminal,Shasta College,-122.392781575886,40.5835261659786
731,-121.176735,44.266502,Curbside Bus Stop only (no shelter),2021-05-21T07:03:59,BUS,97756,OR,Redmond, ,777 Southwest Kalama Avenue,Transit Hub,RDT,"Redmond, OR",Transit Hub, ,-121.176748995829,44.2665075364167
732,-92.537066,44.566214,Station Building (with waiting room),2017-11-06T07:05:44,TRAIN,55066,MN,Red Wing, ,420 Levee Street, ,RDW,"Red Wing, MN", , ,-92.5370734872464,44.566221982512
733,-85.521804,43.88684,Curbside Bus Stop only (no shelter),2018-09-29T07:04:46,BUS,49677,MI,Reed City, ,US 10 & 220th Ave., ,REE,"Reed City, MI", , ,-85.5218093251937,43.886848310326
734,-87.155121,40.943281,Platform with Shelter,2017-11-06T07:05:44,TRAIN,47978,IN,Rensselaer, ,776 North Cullen Street, ,REN,"Rensselaer, IN", , ,-87.1551265206312,40.9432887164347
735,-78.647784,35.777209,Station Building (with waiting room),2018-12-15T07:03:26,TRAIN,27603,NC,Raleigh, ,510 West Martin Street,Union Station,RGH,"Raleigh, NC",Union Station,Union Station,-78.6477866114082,35.777216078204
736,-73.951278,41.921346,Station Building (with waiting room),2017-11-06T07:05:44,TRAIN,12574,NY,Rhinecliff, ,455 Rhinecliff Road , ,RHI,"Rhinecliff, NY", , ,-73.9512795067279,41.921354491603
737,-122.35413,37.936752,Platform with Shelter,2018-09-19T07:04:40,TRAIN,94801,CA,Richmond, ,1700 Nevin Avenue, ,RIC,"Richmond, CA", , ,-122.354143224513,37.9367569622441
738,-119.503819,43.541868,Curbside Bus Stop only (no shelter),2018-06-15T07:04:19,BUS,97758,OR,Riley, ,105 U.S. Highway 20, ,RIL,"Riley, OR", , ,-119.503832586735,43.5418736443465
739,-117.369988,33.97567,Platform with Shelter,2018-09-26T07:04:54,TRAIN,92507,CA,Riverside, ,4066 Vine Street, ,RIV,"Riverside, CA", , ,-117.370000032281,33.9756748962445
740,-85.601879,43.116549,Curbside Bus Stop only (no shelter),2018-09-27T07:05:01,BUS,49341,MI,Rockford, ,"2770 Ten Mile Road, Northeast", ,RKF,"Rockford, MI", , ,-85.6018842692712,43.1165571765179
741,-79.606071,34.968558,Platform only (no shelter),2025-03-13T07:06:41,TRAIN,28379,NC,Rockingham, ,2153 North Hwy 1,Rockingham Speedway,RKH,"Rockingham, NC",Rockingham Speedway, ,-79.6060738577818,34.9685648700031
742,-90.550389,41.506223,Curbside Bus Stop only (no shelter),2018-09-26T07:04:54,BUS,61201,IL,Rock Island, ,3500 5th Avenue,Augustana College,RKI,"Rock Island, IL",Augustana College, ,-90.5503955593828,41.5062306239699
743,-77.145995,39.084547,Platform with Shelter,2018-09-14T07:04:54,TRAIN,20850,MD,Rockville, ,307 South Stonestreet Avenue, ,RKV,"Rockville, MD", , ,-77.1459973406464,39.0845548188502
744,-121.237299,38.791006,Station Building (with waiting room),2017-11-06T07:05:45,TRAIN,95677,CA,Rocklin, ,Rocklin Rd. and Railroad Ave., ,RLN,"Rocklin, CA", , ,-121.237312157338,38.7910111169226
745,-92.474757,44.028562,Station Building (with waiting room),2019-03-14T07:03:21,BUS,55902,MN,Rochester, ,821 Civic Center Drive NW, ,RMN,"Rochester, MN", , ,-92.4747643996771,44.0285699061011
746,-77.797855,35.938001,Station Building (with waiting room),2017-11-06T07:05:45,TRAIN,27804,NC,Rocky Mount, ,101 Coastline Street, ,RMT,"Rocky Mount, NC", , ,-77.7978573615906,35.9380081417102
747,-79.941795,37.273185,Platform with Shelter,2017-11-08T07:04:16,TRAIN,24011,VA,Roanoke, ,55 Norfolk Avenue SW, ,RNK,"Roanoke, VA", , ,-79.9417980884056,37.2731923438683
748,-119.812123,39.528521,Station Building (with waiting room),2018-09-14T07:04:55,TRAIN,89501,NV,Reno, ,280 North Center Street, ,RNO,"Reno, NV", , ,-119.812136023586,39.5285262912797
749,-121.885168,42.276897,Curbside Bus Stop only (no shelter),2018-01-25T07:04:18,BUS,97601,OR,Klamath Falls, ,5500 Running Y Road, ,RNY,"Running Y Ranch, OR", ,Klamath Falls,-121.885181759382,42.2769023325266
750,-77.607884,43.16269,Station Building (with waiting room),2018-11-06T07:03:25,BUS,14604,NY,Rochester, ,186 Cumberland Street,Bus Terminal,ROB,"Rochester, NY",Bus Terminal, ,-77.6078867746853,43.1626985769205
751,-77.608057,43.163411,Station Building (with waiting room),2019-03-29T07:03:24,TRAIN,14605,NY,Rochester, ,320 Central Avenue,Louise M. Slaughter Station,ROC,"Rochester, NY",Louise M. Slaughter Station, ,-77.6080597749377,43.163419577462
752,-69.10822,44.107267,Station Building (with waiting room),2018-09-26T07:04:54,BUS,04841,ME,Rockland, ,517A Main Street, ,ROD,"Rockland, ME", , ,-69.1082200437522,44.1072760589435
753,-75.44996,43.199425,Station Building (with waiting room),2017-11-06T07:05:45,TRAIN,13440,NY,Rome, ,6599 Martin Street, ,ROM,"Rome, NY", , ,-75.449962080742,43.1994336731311
754,-83.14701,42.488439,Platform with Shelter,2017-11-06T07:05:46,TRAIN,48069,MI,Royal Oak, ,202 South Sherman Drive, ,ROY,"Royal Oak, MI", , ,-83.1470144584894,42.4884471978504
755,-122.709749,38.347328,Curbside Bus Stop only (no shelter),2018-09-26T07:04:55,BUS,94928,CA,Rohnert Park, ,6335 Commerce Blvd, ,RPC,"Rohnert Park, CA", ,Sonoma State University,-122.709762326054,38.347332968974
756,-72.665459,43.922398,Platform only (no shelter),2018-09-14T07:04:55,TRAIN,05060,VT,Randolph, ,South Main and Salisbury Streets, ,RPH,"Randolph, VT", , ,-72.665460218659,43.9224069092678
757,-124.120214,43.695675,Curbside Bus Stop only (no shelter),2018-09-27T07:05:01,BUS,97467,OR,Reedsport, ,2012 Winchester Avenue, ,RPT,"Reedsport, OR", , ,-124.120228342213,43.6956802150328
758,-123.228077,44.924788,Curbside Bus Stop only (no shelter),2020-07-10T07:05:08,BUS,97371,OR,Rickreall, ,520 South Pacific Hwy, ,RRL,"Rickreall, OR", , ,-123.228091445141,44.9247933746965
759,-73.371093,44.99487,Platform only (no shelter),2018-09-14T07:04:55,TRAIN,12979,NY,Rouses Point, ,68 Pratt Street, ,RSP,"Rouses Point, NY", , ,-73.3710945297777,44.994879073847
760,-121.286286,38.750016,Platform with Shelter,2017-11-06T07:05:46,TRAIN,95678,CA,Roseville, ,201 Pacific Street, ,RSV,"Roseville, CA", , ,-121.286299159175,38.750021110261
761,-109.256217,41.577206,Station Building (with waiting room),2018-09-28T07:04:45,BUS,82901,WY,Rock Springs, ,1695 Sunset Drive, ,RSY,"Rock Springs, WY", , ,-109.256228296859,41.5772123372781
762,-72.979324,43.607876,Station Building (with waiting room),2021-06-25T07:04:14,BUS,05701,VT,Rutland, ,102 West Street,MVRTD Transit Center,RTC,"Rutland, VT",MVRTD Transit Center, ,-72.9793253015032,43.6078848406311
763,-71.147894,42.210242,Station Building (with waiting room),2018-09-29T07:04:46,TRAIN,02090,MA,Westwood, ,50 University Avenue, ,RTE,"Route 128, MA", ,"Boston,128",-71.1478946109101,42.2102506417615
764,-88.159126,40.310905,Platform with Shelter,2019-08-11T07:03:19,TRAIN,61866,IL,Rantoul, ,East Grove Ave and North Kentucky Ave., ,RTL,"Rantoul, IL", , ,-88.1591317555056,40.3109125514226
765,-118.36534,47.119405,Curbside Bus Stop only (no shelter),2018-09-28T07:04:45,BUS,99169,WA,Ritzville, ,1503 South Smittys Blvd., ,RTZ,"Ritzville, WA", , ,-118.365354102897,47.1194110129403
766,-72.981538,43.605756,Station Building (with waiting room),2022-02-11T07:04:26,TRAIN,05701,VT,Rutland, ,25 Evelyn Street,James M Jeffords Station ,RUD,"Rutland, VT",James M Jeffords Station , ,-72.9815393019288,43.6057648403998
767,-99.997556,48.369846,Station Building (with waiting room),2017-11-06T07:05:47,TRAIN,58368,ND,Rugby, ,201 West Dewey Street, ,RUG,"Rugby, ND", , ,-99.9975661878668,48.3698539092826
